homonym,judged_meaning,precontext,sentence,ending,choices,average,stdev,nonsensical,sample_id,example_sentence
steal,take without the owner's consent,Jack was excited to attend the big baseball game. He had been planning something special for weeks. The anticipation made his heart race as the game began.,He waited for the perfect moment to steal during the game.,"When the player hit a home run, he took his chance and left with the bag.","[5, 5, 3, 2, 5]",4.0,1.4142135623730951,"[False, False, False, False, False]",3205,He tried to steal my bike.
steal,steal a base,Jack was excited to attend the big baseball game. He had been planning something special for weeks. The anticipation made his heart race as the game began.,He waited for the perfect moment to steal during the game.,"When the player hit a home run, he took his chance and left with the bag.","[2, 5, 5, 4, 5]",4.2,1.3038404810405297,"[False, False, False, False, False]",3206,He tried to steal second base.
steal,take without the owner's consent,Jack was excited to attend the big baseball game. He had been planning something special for weeks. The anticipation made his heart race as the game began.,He waited for the perfect moment to steal during the game.,"But, unfortunately, that opportunity never came for him.","[5, 2, 2, 1, 2]",2.4,1.51657508881031,"[False, False, False, False, False]",3207,He tried to steal my bike.
steal,steal a base,Jack was excited to attend the big baseball game. He had been planning something special for weeks. The anticipation made his heart race as the game began.,He waited for the perfect moment to steal during the game.,"But, unfortunately, that opportunity never came for him.","[3, 3, 3, 5, 4]",3.6,0.8944271909999159,"[False, False, False, False, False]",3208,He tried to steal second base.
steal,take without the owner's consent,Jack was excited to attend the big baseball game. He had been planning something special for weeks. The anticipation made his heart race as the game began.,He waited for the perfect moment to steal during the game.,,"[3, 3, 2, 3, 2]",2.6,0.5477225575051661,"[False, False, False, False, False]",3209,He tried to steal my bike.
steal,steal a base,Jack was excited to attend the big baseball game. He had been planning something special for weeks. The anticipation made his heart race as the game began.,He waited for the perfect moment to steal during the game.,,"[3, 4, 5, 4, 5]",4.2,0.8366600265340756,"[False, False, False, False, False]",3210,He tried to steal second base.
makeover,an overall beauty treatment (involving a person's hair style and cosmetics and clothing) intended to change or improve a person's appearance,"
Samantha walked into the room with a look of anticipation. The team had been working for weeks on this project. Everyone gathered around her, eager to see the final result.",What an amazing makeover!,"Clearly, the stylist and makeup artist have done a great job.","[3, 5, 5, 5, 5]",4.6,0.8944271909999159,"[False, False, False, False, False]",2965,She got a stunning makeover for the event.
makeover,a complete reconstruction and renovation of something,"
Samantha walked into the room with a look of anticipation. The team had been working for weeks on this project. Everyone gathered around her, eager to see the final result.",What an amazing makeover!,"Clearly, the stylist and makeup artist have done a great job.","[5, 5, 5, 1, 2]",3.6,1.949358868961793,"[False, False, False, False, False]",2966,The park received a beautiful makeover.
makeover,an overall beauty treatment (involving a person's hair style and cosmetics and clothing) intended to change or improve a person's appearance,"
Samantha walked into the room with a look of anticipation. The team had been working for weeks on this project. Everyone gathered around her, eager to see the final result.",What an amazing makeover!,Everyone's breath was taken away by how the room was transformed completely with the vibrant atmosphere.,"[2, 2, 1, 1, 3]",1.8,0.8366600265340756,"[False, False, False, True, False]",2967,She got a stunning makeover for the event.
makeover,a complete reconstruction and renovation of something,"
Samantha walked into the room with a look of anticipation. The team had been working for weeks on this project. Everyone gathered around her, eager to see the final result.",What an amazing makeover!,Everyone's breath was taken away by how the room was transformed completely with the vibrant atmosphere.,"[1, 5, 5, 5, 5]",4.2,1.7888543819998317,"[False, False, False, False, False]",2968,The park received a beautiful makeover.
makeover,an overall beauty treatment (involving a person's hair style and cosmetics and clothing) intended to change or improve a person's appearance,"
Samantha walked into the room with a look of anticipation. The team had been working for weeks on this project. Everyone gathered around her, eager to see the final result.",What an amazing makeover!,,"[2, 5, 4, 2, 5, 1]",3.1666666666666665,1.7224014243685084,"[False, False, False, False, True, False]",2969,She got a stunning makeover for the event.
makeover,a complete reconstruction and renovation of something,"
Samantha walked into the room with a look of anticipation. The team had been working for weeks on this project. Everyone gathered around her, eager to see the final result.",What an amazing makeover!,,"[5, 4, 5, 5, 4]",4.6,0.5477225575051661,"[False, False, False, False, False]",2970,The park received a beautiful makeover.
nailing,attach something somewhere by means of nails,"Sarah was painting a wooden board in the garage. She picked up the hammer and a few nails from the toolbox. Her best friend, Lily, watched her closely, sipping a cup of coffee.",Look at that. She is nailing it.,She hit the hammer as the nails were being inserted into the wooden board.,"[4, 4, 3, 3, 4]",3.6,0.5477225575051661,"[False, False, False, False, False]",205,She will nail the picture frame.
nailing,succeed at easily,"Sarah was painting a wooden board in the garage. She picked up the hammer and a few nails from the toolbox. Her best friend, Lily, watched her closely, sipping a cup of coffee.",Look at that. She is nailing it.,She hit the hammer as the nails were being inserted into the wooden board.,"[3, 1, 5, 2, 4]",3.0,1.5811388300841898,"[False, False, False, False, False]",206,He nailed the presentation perfectly.
nailing,attach something somewhere by means of nails,"Sarah was painting a wooden board in the garage. She picked up the hammer and a few nails from the toolbox. Her best friend, Lily, watched her closely, sipping a cup of coffee.",Look at that. She is nailing it.,Lily always thought that Sarah was great at everything she did.,"[2, 2, 2, 2, 1]",1.8,0.4472135954999579,"[False, False, False, False, False]",207,She will nail the picture frame.
nailing,succeed at easily,"Sarah was painting a wooden board in the garage. She picked up the hammer and a few nails from the toolbox. Her best friend, Lily, watched her closely, sipping a cup of coffee.",Look at that. She is nailing it.,Lily always thought that Sarah was great at everything she did.,"[5, 4, 4, 5, 5]",4.6,0.5477225575051661,"[False, False, False, False, False]",208,He nailed the presentation perfectly.
